Nº Convênio,Link Externo,UF,Município,CNPJ,Nome Proponente,Modalidade,Emenda,Objeto,Situação,Órgão Concedente,Natureza Jurídica,Início Vigência,Fim Vigência,Qtd Instrumentos,Vl Global,Vl Liberado,Movimentação Financeira,Saldo em Conta,Vl Devolvido,Diff_Pedido_Liberado
885909,Acesso Livre,PR,CRUZEIRO DO SUL,75731034000155,MUNICIPIO DE CRUZEIRO DO SUL,CONTRATO DE REPASSE,SIM,"O objeto do convênio será ações de recape asfáltico em CBUQ, em ruas todas do perímetro urbano do município, que apresentam maior precariedade de pavimentação asfáltica, do município de Cruzeiro do Sul - Estado do Paraná -  em consonância com Projeto de Engenharia a ser Elaborado pela Equipe Técnica e Gerencial do Município, consoante aos critérios exigidos pelo concedente, bem como com acompanhamento da Instituição Mandatária.",Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-27 00:00:00,2022-12-30 00:00:00,1,300378.92,0.0,0.0,0.0,0.0,300378.92
885914,Acesso Livre,PR,TAPIRA,75801738000157,MUNICIPIO DE TAPIRA,CONTRATO DE REPASSE,SIM,OBRA DE PAVIMENTAÇÃO ASFÁLTICA EM VIAS URBANAS NA SEDE DO MUNICÍPIO DE TAPIRA/PR.,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-27 00:00:00,2022-12-30 00:00:00,1,248697.92,0.0,0.0,0.0,0.0,248697.92
885957,Acesso Livre,PR,CIDADE GAUCHA,75377200000167,MUNICIPIO DE CIDADE GAUCHA,CONTRATO DE REPASSE,SIM,Recapeamento Asfáltico em Vias Urbanas na Sede do Município de Cidade Gaúcha/Pr.,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-17 00:00:00,2022-12-30 00:00:00,1,309375.61,0.0,0.0,0.0,0.0,309375.61
885967,Acesso Livre,PR,CIDADE GAUCHA,75377200000167,MUNICIPIO DE CIDADE GAUCHA,CONTRATO DE REPASSE,SIM,Pavimentação asfaltica e galerias para drenagem de águas pluviais na sede do município de Cidade Gaúcha,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-17 00:00:00,2022-12-30 00:00:00,1,464336.54,0.0,0.0,0.0,0.0,464336.54
885975,Acesso Livre,PR,MANDAGUARI,76285345000109,MUNICIPIO DE MANDAGUARI,CONVENIO,SIM,Aquisição de pá carregadeira,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,311500.0,0.0,0.0,0.0,0.0,311500.0
885976,Acesso Livre,PR,AMPERE,77817054000179,MUNICIPIO DE AMPERE,CONVENIO,SIM,Aquisição de Máquina Agrícola,Prestação de Contas enviada para Análise,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,211000.0,211000.0,194000.0,0.0,17027.34,0.0
885978,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,Conjugação de esforços entre os participes visando o desenvolvimento do projeto Consolidação do LabMater como centro de referência em materiais e energias renováveis de acordo com o Plano de Trabalho devidamente aprovado.,Em execução,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,2019-11-01 00:00:00,2022-04-01 00:00:00,1,184345.0,9524.5,7978.0,1584.73,0.0,174820.5
885979,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando a execução do projeto intitulado XIX Vestibular dos Povos Indígenas no Paraná, de acordo com o Plano de Trabalho devidamente aprovado.",Em execução,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,2019-11-06 00:00:00,2020-12-31 00:00:00,1,288063.44,273063.44,142388.69,131416.07,0.0,15000.0
885985,Acesso Livre,PR,CANDOI,95684478000194,MUNICIPIO DE CANDOI,CONVENIO,SIM,AQUISIÇÃO  DE EQUIPAMENTOS AGRÍCOLAS,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,124500.0,100000.0,0.0,100955.64,0.0,24500.0
885988,Acesso Livre,PR,CENTENARIO DO SUL,75845503000167,MUNICIPIO DE CENTENARIO DO SUL,CONVENIO,SIM,Aquisição de Patrulha Mecanizada.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,124900.0,120000.0,94850.0,25157.17,0.0,4900.0
886001,Acesso Livre,PR,CURIUVA,76167725000130,MUNICIPIO DE CURIUVA,CONVENIO,SIM,AQUISIÇÃO CAMINHÃO BASCULANTE TRUCADO NOVO,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,345000.0,345000.0,0.0,345022.68,0.0,0.0
886002,Acesso Livre,PR,SAO PEDRO DO IVAI,75771311000153,MUNICIPIO DE SAO PEDRO DO IVAI,CONVENIO,SIM,"AQUISIÇÃO DE ESCAVADEIRA HIDRÁULICA, NOVA",Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,353500.0,350600.0,306600.0,44031.24,0.0,2900.0
886003,Acesso Livre,PR,TERRA ROXA,75587204000170,MUNICIPIO DE TERRA ROXA,CONVENIO,SIM,Aquisição de um caminhão novo.,Prestação de Contas Iniciada Por Antecipação,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,415280.0,415280.0,410000.0,5290.58,0.0,0.0
886004,Acesso Livre,PR,CAMPO DO TENENTE,76002658000102,MUNICIPIO DE CAMPO DO TENENTE,CONVENIO,SIM,Aquisição de máquinas e equipamentos agrícolas”.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,250000.0,100000.0,0.0,100020.14,0.0,150000.0
886006,Acesso Livre,PR,BOCAIUVA DO SUL,76105592000178,MUNICIPIO DE BOCAIUVA DO SUL,CONVENIO,SIM,AQUISIÇÃO DE 01 TRATOR AGRÍCOLA,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,152500.0,0.0,0.0,0.0,0.0,152500.0
886007,Acesso Livre,PR,NOVA LONDRINA,81044984000104,MUNICIPIO DE NOVA LONDRINA,CONVENIO,SIM,Caminhão Caçamba Toco.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,240245.0,0.0,0.0,0.0,0.0,240245.0
886009,Acesso Livre,PR,SAO JOSE DOS PINHAIS,76105543000135,MUNICIPIO DE SAO JOSE DOS PINHAIS,CONVENIO,SIM,Aquisição de Patrulha Mecanizada,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,269000.0,0.0,0.0,0.0,0.0,269000.0
886010,Acesso Livre,PR,FERNANDES PINHEIRO,01619323000120,MUNICIPIO DE FERNANDES PINHEIRO,CONVENIO,SIM,Aquisição de Retroescavadeira nova,Prestação de Contas enviada para Análise,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,240000.0,240000.0,178000.0,0.0,62032.06,0.0
886011,Acesso Livre,PR,FLOR DA SERRA DO SUL,95589271000130,MUNICIPIO DE FLOR DA SERRA DO SUL,CONVENIO,SIM,Aquisição de Maquinas e Equipamentos Agrícolas.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,129020.0,129020.0,0.0,129175.6,0.0,0.0
886013,Acesso Livre,PR,CORONEL VIVIDA,76995455000156,MUNICIPIO DE CORONEL VIVIDA,CONVENIO,SIM,AQUISIÇÃO DE MÁQUINAS E EQUIPAMENTOS AGRÍCOLAS,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,259250.0,259250.0,134729.0,124549.52,0.0,0.0
886014,Acesso Livre,PR,CAPANEMA,75972760000160,MUNICIPIO DE CAPANEMA,CONVENIO,SIM,Aquisição de Equipamentos Agrícolas,Prestação de Contas Iniciada Por Antecipação,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,261250.0,261250.0,178670.0,82695.37,0.0,0.0
886015,Acesso Livre,PR,CAFEZAL DO SUL,95640652000105,MUNICIPIO DE CAFEZAL DO SUL,CONVENIO,SIM,AQUISIÇÃO DE MÁQUINAS E EQUIPAMENTOS AGRÍCOLAS,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,504000.0,500000.0,478000.0,22047.26,0.0,4000.0
886016,Acesso Livre,PR,FENIX,76950021000130,MUNICIPIO DE FENIX,CONVENIO,SIM,AQUISIÇÃO DE UMA PA CARREGADEIRA e UM ROLO COMPACTADOR,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,519000.0,519000.0,470000.0,49051.89,0.0,0.0
886019,Acesso Livre,PR,MARIPA,95583571000102,MUNICIPIO DE MARIPA,CONVENIO,SIM,Aquisição de Maquinas e Implementos Agrícolas,Prestação de Contas enviada para Análise,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,416000.0,416000.0,393390.0,0.0,22633.91,0.0
886020,Acesso Livre,PR,MISSAL,78101847000150,MUNICIPIO DE MISSAL,CONVENIO,SIM,AQUISIÇÃO DE MÁQUINAS E EQUIPAMENTOS AGRÍCOLAS,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,611000.0,600000.0,515848.0,84201.52,0.0,11000.0
886022,Acesso Livre,PR,OURO VERDE DO OESTE,80880107000100,MUNICIPIO DE OURO VERDE DO OESTE,CONVENIO,SIM,Aquisição de Maquinas e Implementos Agrícolas.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,153150.0,0.0,0.0,0.0,0.0,153150.0
886024,Acesso Livre,PR,IMBAU,01613770000172,MUNICIPIO DE IMBAU,CONVENIO,SIM,Aquisição de Equipamentos Agrícolas,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,106900.0,100000.0,0.0,100007.05,0.0,6900.0
886026,Acesso Livre,PR,LIDIANOPOLIS,95680831000168,MUNICIPIO DE LIDIANOPOLIS,CONVENIO,SIM,Aquisição de patrulha mecanizada,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,360000.0,350000.0,0.0,350461.02,0.0,10000.0
886028,Acesso Livre,PR,MAUA DA SERRA,95548400000142,MUNICIPIO DE MAUA DA SERRA,CONVENIO,SIM,Aquisição de Patrulha Mecanizada,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,310000.0,310000.0,308000.0,2006.63,0.0,0.0
886030,Acesso Livre,PR,ENGENHEIRO BELTRAO,76950039000131,MUNICIPIO DE ENGENHEIRO BELTRAO,CONVENIO,SIM,AQUISIÇÃO DE PÁ CARREGADEIRA NOVA,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,311460.0,311000.0,311000.0,13.87,0.0,460.0
886031,Acesso Livre,PR,RIO BONITO DO IGUACU,95587770000199,MUNICIPIO DE RIO BONITO DO IGUACU,CONVENIO,SIM,Aquisição de Máquinas e Equipamentos Agrícolas,Prestação de Contas Iniciada Por Antecipação,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,126550.0,126550.0,123910.0,2646.14,0.0,0.0
886053,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando o desenvolvimento do Projeto Programa de Implantação e Modernização de Infraestrutura e serviços necessários à Dinamização Econômica Educacional do Setor de Ciências Agrárias, de acordo com o Plano de Trabalho devidamente aprovado.",Em execução,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,2019-11-11 00:00:00,2024-11-11 00:00:00,1,2200000.0,0.0,0.0,0.0,0.0,2200000.0
886068,Acesso Livre,PR,CURITIBA,03579617000100,FUNDACAO ARAUCARIA,CONVENIO,NÃO,"O presente Convênio tem por objeto apoiar atividades de Pesquisa, Desenvolvimento Tecnológico e Inovação (PD&I) no estado do Paraná, por meio de uma Chamada Pública para concessão de apoio financeiro com a finalidade de implantar uma rede de pesquisa nas áreas de Doenças Emergentes e Negligenciadas; Terapia Celular; Desenvolvimento de Tecnologias Inovadoras para a Saúde e; Genômica, Proteômica, Biologia de Sistemas e Computação Científica. Este Convênio será financiado pela FIOCRUZ e pela Fundação Araucária (Fundação de Apoio à Pesquisa - FAP - do estado do Paraná). Os Projetos aprovados deverão ser coordenados por servidores do Instituto Carlos Chagas (ICC) ou por pesquisadores vinculados a Instituição Científica, Tecnológica e de Inovação (ICT) paranaenses ou Institutos de Ensino Superior (IES) paranaenses. No caso dos projetos coordenados por pesquisadores externos ao ICC, estes deverão estabelecer colaboração com Laboratórios do ICC, conforme detalhado no Plano de Trabalho.",Em execução,MINISTERIO DA SAUDE,Organização da Sociedade Civil,2020-07-27 00:00:00,2023-11-27 00:00:00,1,2000000.0,0.0,0.0,500004.76,0.0,2000000.0
886109,Acesso Livre,PR,ORTIGUEIRA,77721363000140,MUNICIPIO DE ORTIGUEIRA,CONVENIO,SIM,aquisição de maquinas e equipamentos agrícolas.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,313500.0,0.0,0.0,0.0,0.0,313500.0
886121,Acesso Livre,PR,IBAITI,77008068000141,MUNICIPIO DE IBAITI,CONVENIO,SIM,Aquisição de uma pá carregadeira,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,311460.0,0.0,0.0,0.0,0.0,311460.0
886126,Acesso Livre,PR,ALTAMIRA DO PARANA,78069143000147,MUNICIPIO DE ALTAMIRA DO PARANA,CONVENIO,SIM,Aquisição de máquinas e equipamentos agrícolas,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-24 00:00:00,2021-12-24 00:00:00,1,523370.0,523370.0,511500.0,11894.08,0.0,0.0
886128,Acesso Livre,PR,IBAITI,77008068000141,MUNICIPIO DE IBAITI,CONVENIO,SIM,Aquisição de equipamentos agrícolas.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,155730.0,0.0,0.0,0.0,0.0,155730.0
886251,Acesso Livre,PR,CAMBARA,78297090000111,ASSOCIACAO BENEFICENTE CASA DE MISERICORDIA DE CAMBARA,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Prestação de Contas enviada para Análise,MINISTERIO DA SAUDE,Organização da Sociedade Civil,2019-12-12 00:00:00,2021-03-19 00:00:00,1,250000.0,237500.0,237500.0,0.0,382.63,12500.0
886253,Acesso Livre,PR,PONTA GROSSA,80234826000154,ASSOCIACAO MISSIONARIA DE BENEFICENCIA,CONVENIO,NÃO,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Organização da Sociedade Civil,2019-12-23 00:00:00,2020-12-31 00:00:00,1,1200000.0,0.0,0.0,0.0,0.0,1200000.0
886256,Acesso Livre,PR,GUARAPUAVA,77893469000121,HOSPITAL DE CARIDADE SAO VICENTE DE PAULO,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Organização da Sociedade Civil,2019-12-10 00:00:00,2021-05-23 00:00:00,1,150050.0,110788.8,75875.68,34985.96,0.0,39261.2
886258,Acesso Livre,PR,LONDRINA,78633088000176,INSTITUTO DE CANCER DE LONDRINA,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Organização da Sociedade Civil,2019-12-16 00:00:00,2020-12-31 00:00:00,1,115000.0,0.0,0.0,0.0,0.0,115000.0
886259,Acesso Livre,PR,CURITIBA,76613835000189,IRMANDADE DA SANTA CASA DE MISERICORDIA DE CURITIBA,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Organização da Sociedade Civil,2019-12-12 00:00:00,2021-04-23 00:00:00,1,179633.0,24565.7,24565.7,12.12,0.0,155067.3
886262,Acesso Livre,PR,IRATI,78143153000185,IRMANDADE DO HOSPITAL DE CARIDADE DE IRATI,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Prestação de Contas Iniciada Por Antecipação,MINISTERIO DA SAUDE,Organização da Sociedade Civil,2019-12-23 00:00:00,2021-06-18 00:00:00,1,1099914.0,892167.46,892167.46,0.0,514.17,207746.54000000004
886265,Acesso Livre,PR,CURITIBA,76591049000128,LIGA PARANAENSE DE COMBATE AO CANCER,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ALTA COMPLEXIDADE EM ONCOLOGIA,Em execução,MINISTERIO DA SAUDE,Organização da Sociedade Civil,2019-12-11 00:00:00,2021-05-23 00:00:00,1,400000.0,400000.0,0.0,400141.59,0.0,0.0
886267,Acesso Livre,PR,CURITIBA,76591049000128,LIGA PARANAENSE DE COMBATE AO CANCER,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ALTA COMPLEXIDADE EM ONCOLOGIA,Em execução,MINISTERIO DA SAUDE,Organização da Sociedade Civil,2019-12-11 00:00:00,2021-05-23 00:00:00,1,200000.0,199000.0,199000.0,24.8,0.0,1000.0
886269,Acesso Livre,PR,PONTA GROSSA,80238926000159,SANTA CASA DE MISERICORDIA DE PONTA GROSSA,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Prestação de Contas Iniciada Por Antecipação,MINISTERIO DA SAUDE,Organização da Sociedade Civil,2019-12-16 00:00:00,2021-04-24 00:00:00,1,200000.0,181000.0,181000.0,0.0,19.62,19000.0
886272,Acesso Livre,PR,PARANAVAI,79724423000104,SANTA CASA DE PARANAVAI,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Prestação de Contas Iniciada Por Antecipação,MINISTERIO DA SAUDE,Organização da Sociedade Civil,2019-12-16 00:00:00,2021-06-18 00:00:00,1,189000.0,189000.0,189000.0,0.0,27.14,0.0
886287,Acesso Livre,PR,CURITIBA,02765097000159,ASSOCIACAO BENEDITINA DA PROVIDENCIA - ABENP,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Organização da Sociedade Civil,2019-12-16 00:00:00,2020-12-31 00:00:00,1,100000.0,0.0,0.0,0.0,0.0,100000.0
886298,Acesso Livre,PR,ENGENHEIRO BELTRAO,76950039000131,MUNICIPIO DE ENGENHEIRO BELTRAO,CONTRATO DE REPASSE,SIM,Reforma e Construção na Rodoviária do município de Engenheiro Beltrão-PR.,Em execução,MINISTERIO DO TURISMO,Administração Pública Municipal,2019-11-25 00:00:00,2022-11-30 00:00:00,1,995645.42,143250.0,0.0,143416.3,0.0,852395.42
886309,Acesso Livre,PR,TUNEIRAS DO OESTE,76247329000113,MUNICIPIO DE TUNEIRAS DO OESTE,CONTRATO DE REPASSE,NÃO,Construção de Parque Ecológico no Município de Tuneiras do Oeste/PR- 1ª Etapa.,Em execução,MINISTERIO DO TURISMO,Administração Pública Municipal,2019-12-27 00:00:00,2022-12-30 00:00:00,1,275476.19,0.0,0.0,0.0,0.0,275476.19
886314,Acesso Livre,PR,CURITIBA,76416957000185,SECRETARIA DE ESTADO DA AGRICULTURA E DO ABASTECIMENTO,CONVENIO,SIM,"Aquisição de máquinas e caminhões, para manutenção, conservação e adequação de estradas rurais;",Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Estadual ou do Distrito Federal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,33954169.15,0.0,0.0,0.0,0.0,33954169.15
886339,Acesso Livre,PR,GUARAPUAVA,77893469000121,HOSPITAL DE CARIDADE SAO VICENTE DE PAULO,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Organização da Sociedade Civil,2019-12-10 00:00:00,2021-05-24 00:00:00,1,1844996.0,1698530.44,1658630.44,40886.5,0.0,146465.56000000006
886349,Acesso Livre,PR,LARANJEIRAS DO SUL,07689270000109,INSTITUTO DE ASSISTENCIA SOCIAL E SAUDE SAO JOSE,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Organização da Sociedade Civil,2019-12-11 00:00:00,2021-05-23 00:00:00,1,249920.0,177028.0,172148.0,4921.44,0.0,72892.0
886358,Acesso Livre,PR,LONDRINA,78614971000119,IRMANDADE DA SANTA CASA DE LONDRINA,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Organização da Sociedade Civil,2019-12-12 00:00:00,2021-05-23 00:00:00,1,550000.0,532800.0,314800.0,218996.86,0.0,17200.0
886361,Acesso Livre,PR,PATO BRANCO,76995448000154,MUNICIPIO DE PATO BRANCO,CONVENIO,NÃO,"Realização da I Copa Cidade de Pato Branco de Futsal, para crianças e adolescentes de 10 a 14 anos, masculino e feminino, conforme previsto no Plano de Trabalho.",Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-12-19 00:00:00,2020-12-31 00:00:00,1,102000.0,0.0,0.0,0.0,0.0,102000.0
886366,Acesso Livre,PR,CURITIBA,76613835000189,IRMANDADE DA SANTA CASA DE MISERICORDIA DE CURITIBA,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Organização da Sociedade Civil,2019-12-12 00:00:00,2020-12-31 00:00:00,1,299853.0,0.0,0.0,0.0,0.0,299853.0
886376,Acesso Livre,PR,SARANDI,05550451000116,REDE DE ASSISTENCIA A SAUDE METROPOLITANA,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Organização da Sociedade Civil,2019-12-12 00:00:00,2021-03-19 00:00:00,1,350000.0,320000.0,320000.0,253.61,0.0,30000.0
886378,Acesso Livre,PR,CURITIBA,76659820000151,ASSOCIACAO PARANAENSE DE CULTURA - APC,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Organização da Sociedade Civil,2019-12-17 00:00:00,2021-05-23 00:00:00,1,200000.0,159504.87,92939.87,66767.01,0.0,40495.130000000005
886382,Acesso Livre,PR,IVAIPORA,02586019000197,CONSORCIO INT. DE SAUDE DA 22 REG. DE SAUDE DE IVAIPORA.,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Consórcio Público,2019-12-27 00:00:00,2021-04-23 00:00:00,1,230000.0,214450.0,105960.0,108762.57,0.0,15550.0
886386,Acesso Livre,PR,SARANDI,05550451000116,REDE DE ASSISTENCIA A SAUDE METROPOLITANA,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Organização da Sociedade Civil,2019-12-12 00:00:00,2021-03-19 00:00:00,1,1000000.0,907815.0,743315.0,164954.84,0.0,92185.0
