Nº Convênio,Link Externo,UF,Município,CNPJ,Nome Proponente,Modalidade,Emenda,Objeto,Situação,Órgão Concedente,Natureza Jurídica,Início Vigência,Fim Vigência,Qtd Instrumentos,Vl Global,Vl Liberado,Movimentação Financeira,Saldo em Conta,Vl Devolvido
831690,Acesso Livre,PR,IVAI,76175918000133,MUNICIPIO DE IVAI,CONTRATO DE REPASSE,SIM,Construção de Quadra Coberta Poliesportiva,Em execução,MINISTERIO DO ESPORTE,Administração Pública Municipal,1/11/2016,31/12/2020,1,"274.092,86","262.730,14","262.730,14","3.318,57","0,00"
831697,Acesso Livre,PR,CEU AZUL,76206473000101,MUNICIPIO DE CEU AZUL,CONTRATO DE REPASSE,SIM,"Obra de Reforma, Modernização e Revitalização da Área das Piscinas do Centro de Integração Esportivo e Social de Céu Azul - CIESCA",Em execução,MINISTERIO DO ESPORTE,Administração Pública Municipal,18/5/2016,31/12/2020,1,"359.941,94","359.941,94","327.354,64","45.386,34","0,00"
831715,Acesso Livre,PR,PLANALTO,76460526000116,MUNICIPIO DE PLANALTO,CONTRATO DE REPASSE,SIM,Construção de um Mini Ginásio,Prestação de Contas Concluída,MINISTERIO DO ESPORTE,Administração Pública Municipal,6/6/2016,6/1/2020,1,"487.990,00","487.990,00","474.962,67","0,00","31.344,41"
831717,Acesso Livre,PR,PONTAL DO PARANA,01609843000152,MUNICIPIO DE PONTAL DO PARANA,CONTRATO DE REPASSE,SIM,Construção de  Praças Esportivas em Pontal do Paraná,Prestação de Contas Concluída,MINISTERIO DO ESPORTE,Administração Pública Municipal,13/6/2016,30/11/2019,1,"458.464,74","458.341,63","335.363,52","0,00","138.264,58"
831724,Acesso Livre,PR,PORTO AMAZONAS,76179837000101,MUNICIPIO DE PORTO AMAZONAS,CONTRATO DE REPASSE,SIM,Construção de quadra,Prestação de Contas Concluída,MINISTERIO DO ESPORTE,Administração Pública Municipal,11/11/2016,30/12/2019,1,"364.419,48","364.419,48","364.419,48","0,00","8.618,12"
831726,Acesso Livre,PR,FRANCISCO BELTRAO,77816510000166,MUNICIPIO DE FRANCISCO BELTRAO,CONTRATO DE REPASSE,SIM,Implantação de Infraestrutura Esportiva,Prestação de Contas Concluída,MINISTERIO DO ESPORTE,Administração Pública Municipal,20/5/2016,20/5/2020,1,"398.086,74","398.086,74","396.832,86","0,00","10.454,95"
831735,Acesso Livre,PR,SANTA MARIANA,75392019000120,MUNICIPIO DE SANTA MARIANA,CONTRATO DE REPASSE,SIM,1ª ETAPA DA REFORMA COMBINADA COM AMPLIAÇÃO E MODERNIZAÇÃO  DO ESTÁDIO MUNICIPAL ANTONIO PEREIRA LIMA.,Prestação de Contas Concluída,MINISTERIO DO ESPORTE,Administração Pública Municipal,24/5/2016,24/5/2019,1,"275.428,09","275.428,09","275.428,09","0,00","4.585,56"
831742,Acesso Livre,PR,IVAIPORA,75741330000137,MUNICIPIO DE IVAIPORA,CONTRATO DE REPASSE,SIM,"Obras de construção, Implantação, Modernização de Infraestrutura para Esporte Educacional I Parte.",Convênio Anulado,MINISTERIO DO ESPORTE,Administração Pública Municipal,10/6/2016,30/6/2019,1,"253.500,00","0,00","0,00","0,00","0,00"
831760,Acesso Livre,PR,SAO JOSE DOS PINHAIS,76105543000135,MUNICIPIO DE SAO JOSE DOS PINHAIS,CONTRATO DE REPASSE,SIM,Construção de quadra poliesportiva com cobertura.,Prestação de Contas Concluída,MINISTERIO DO ESPORTE,Administração Pública Municipal,26/8/2016,30/11/2019,1,"832.053,58","884.107,16","877.202,51","0,00","11.608,73"
831763,Acesso Livre,PR,RIO AZUL,75963256000101,MUNICIPIO DE RIO AZUL,CONTRATO DE REPASSE,SIM,"Construção de Campo de Futebol e estrutura, na comunidade de Cachoeira dos Paulistas, Rio Azul Pr.",Prestação de Contas Concluída,MINISTERIO DO ESPORTE,Administração Pública Municipal,31/8/2016,30/6/2020,1,"257.361,57","261.325,22","258.602,46","0,00","9.733,52"
831769,Acesso Livre,PR,PAICANDU,76282664000152,MUNICIPIO DE PAICANDU,CONTRATO DE REPASSE,SIM,MODERNIZAÇÃO DE PRAÇA ESPORTIVA,Convênio Anulado,MINISTERIO DO ESPORTE,Administração Pública Municipal,24/6/2016,30/9/2019,1,"250.895,00","0,00","0,00","0,00","0,00"
831795,Acesso Livre,PR,SIQUEIRA CAMPOS,76919083000189,MUNICIPIO DE SIQUEIRA CAMPOS,CONTRATO DE REPASSE,SIM,Implantação e Modernização de Infraestrutura Esportiva,Em execução,MINISTERIO DO ESPORTE,Administração Pública Municipal,20/5/2016,31/12/2020,1,"259.210,91","259.210,91","259.210,91","13.501,38","0,00"
831804,Acesso Livre,PR,DOIS VIZINHOS,76205640000108,MUNICIPIO DE DOIS VIZINHOS,CONTRATO DE REPASSE,SIM,CONSTRUÇÃO DE QUADRA POLIESPORTIVA NO BAIRRO JARDIM DA COLINA,Prestação de Contas Concluída,MINISTERIO DO ESPORTE,Administração Pública Municipal,2/6/2016,31/12/2019,1,"256.246,64","256.246,64","256.246,64","0,00","6.659,03"
831807,Acesso Livre,PR,FOZ DO IGUACU,76206606000140,MUNICIPIO DE FOZ DO IGUACU,CONTRATO DE REPASSE,SIM,Implantação de cobertura na quadra de basquete da Vila A,Prestação de Contas Concluída,MINISTERIO DO ESPORTE,Administração Pública Municipal,21/11/2016,21/10/2019,1,"368.573,42","381.648,17","376.815,01","0,00","8.080,41"
831814,Acesso Livre,PR,SANTA INES,78092293000171,MUNICIPIO DE SANTA INES,CONTRATO DE REPASSE,SIM,"Construção, ampliacao, reforma e modernizacao da infraestrutura esportiva, para o desenvolvimento do esporte educacional, recreativo e de lazer",Convênio Anulado,MINISTERIO DO ESPORTE,Administração Pública Municipal,14/7/2016,30/9/2019,1,"260.000,00","0,00","0,00","0,00","0,00"
831831,Acesso Livre,PR,TOLEDO,76205806000188,MUNICIPIO DE TOLEDO,CONTRATO DE REPASSE,SIM,Ampliação de Estrutura Esportiva,Prestação de Contas Concluída,MINISTERIO DO ESPORTE,Administração Pública Municipal,20/5/2016,20/10/2019,1,"260.000,00","264.097,25","241.688,64","0,00","34.320,16"
831838,Acesso Livre,PR,LARANJAL,95684536000180,MUNICIPIO DE LARANJAL,CONTRATO DE REPASSE,SIM,implantação e modernização de infraestrutura para esporte educacional e de lazer,Prestação de Contas Concluída,MINISTERIO DO ESPORTE,Administração Pública Municipal,1/9/2016,31/12/2019,1,"599.981,81","599.981,41","599.981,41","0,00","6.507,48"
831842,Acesso Livre,PR,TUNEIRAS DO OESTE,76247329000113,MUNICIPIO DE TUNEIRAS DO OESTE,CONTRATO DE REPASSE,SIM,CONSTRUÇÃO DA SEGUNDA ETAPA DO GINÁSIO DE ESPORTES MUNICIPAL NA SEDE DO MUNICÍPIO DE TUNEIRAS DO OESTE (CENTRO MULTIUSO),Em execução,MINISTERIO DO ESPORTE,Administração Pública Municipal,7/12/2016,30/3/2021,1,"578.428,27","538.427,81","412.780,47","151.492,25","0,00"
831857,Acesso Livre,PR,ASSAI,76290709000130,MUNICIPIO DE ASSAI,CONTRATO DE REPASSE,SIM,Implantação de infraestrutura esportiva - reforma de campo de futebol.,Convênio Anulado,MINISTERIO DO ESPORTE,Administração Pública Municipal,20/5/2016,20/5/2019,1,"251.000,00","0,00","0,00","0,00","0,00"
831864,Acesso Livre,PR,MARINGA,76282656000106,MUNICIPIO DE MARINGA,CONTRATO DE REPASSE,SIM,"Construção de infraestrutura esportiva para o desenvolvimento do esporte educacional, recreativo e de lazer.",Em execução,MINISTERIO DO ESPORTE,Administração Pública Municipal,29/6/2016,31/12/2020,1,"584.905,84","584.905,85","584.905,84","13.911,60","0,00"
831880,Acesso Livre,PR,LONDRINA,75771477000170,MUNICIPIO DE LONDRINA,CONTRATO DE REPASSE,SIM,Implantação e modernização de infraestrutura esportiva no município de Londrina,Em execução,MINISTERIO DO ESPORTE,Administração Pública Municipal,18/5/2016,31/12/2020,1,"889.606,50","868.287,53","196.759,75","675.814,62","0,00"
831893,Acesso Livre,PR,PALMAS,76161181000108,MUNICIPIO DE PALMAS,CONTRATO DE REPASSE,SIM,"Implantação de infraestrutura esportiva por meio da construção de  Quadra Poliesportiva, no Bairro São Francisco de Palmas - PR para o desenvolvimento do esporte educacional recreativo e de lazer.",Prestação de Contas Concluída,MINISTERIO DO ESPORTE,Administração Pública Municipal,7/11/2016,30/3/2020,1,"726.137,70","726.137,71","698.339,44","0,00","39.791,35"
831918,Acesso Livre,PR,LARANJEIRAS DO SUL,76205970000195,MUNICIPIO DE LARANJEIRAS DO SUL,CONTRATO DE REPASSE,NÃO,Aquisição de Equipamentos para Processamento e Beneficiamento de Produtos Agroecológicos da Agricultura Familiar e Comercialização,Prestação de Contas Concluída,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,22/6/2016,22/8/2018,1,"120.452,00","120.452,00","120.311,00","0,00","6.874,23"
831994,Acesso Livre,PR,ARAUCARIA,76105535000199,MUNICIPIO DE ARAUCARIA,CONVENIO,SIM,"Fortalecimento da Guarda Municipal de Araucária, por meio da ampliação do sistema de comunicação digital e modernização da frota.",Prestação de Contas Comprovada em Análise,MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,Administração Pública Municipal,23/12/2016,27/4/2020,1,"595.220,00","764.074,50","663.904,46","0,00","64.199,09"
832037,Acesso Livre,PR,RIO NEGRO,76002641000147,MUNICIPIO DE RIO NEGRO,CONTRATO DE REPASSE,SIM,REVITALIZAÇÃO DA PRAÇA JOÃO PESSOA - RIO NEGRO -PR,Prestação de Contas Concluída,MINISTERIO DO TURISMO,Administração Pública Municipal,2/6/2016,30/10/2020,1,"243.993,99","246.364,31","246.358,17","0,00","8.229,76"
832043,Acesso Livre,PR,MARECHAL CANDIDO RONDON,76205814000124,MUNICIPIO DE MARECHAL CANDIDO RONDON,CONTRATO DE REPASSE,SIM,Aquisição de Equipamentos para o Teatro Municipal no Município de Marechal Cândido Rondon - PR,Prestação de Contas Concluída,MINISTERIO DO TURISMO,Administração Pública Municipal,29/12/2016,29/1/2020,1,"509.183,10","509.183,10","483.510,00","0,00","56.605,82"
832061,Acesso Livre,PR,GUAPOREMA,75378844000170,MUNICIPIO DE GUAPOREMA,CONTRATO DE REPASSE,SIM,Revitalização da Praça Antonio Barranco Garcia no Município de Guaporema - PR,Prestação de Contas Concluída,MINISTERIO DO TURISMO,Administração Pública Municipal,8/6/2016,30/8/2019,1,"283.657,78","283.657,78","283.657,78","0,00","3.828,77"
832068,Acesso Livre,PR,IVAIPORA,07597753000175,INSTITUTO DE SAUDE BOM JESUS,CONVENIO,SIM,AQUISIÇÃO DE PRODUTOS MÉDICOS DE USO ÚNICO,Prestação de Contas Concluída,MINISTERIO DA SAUDE,Organização da Sociedade Civil,9/8/2016,14/6/2018,1,"299.987,00","299.987,00","240.734,00","0,00","66.061,00"
832074,Acesso Livre,PR,RIO BONITO DO IGUACU,95587770000199,MUNICIPIO DE RIO BONITO DO IGUACU,CONTRATO DE REPASSE,SIM,Construção de Centro de Eventos,Prestação de Contas Concluída,MINISTERIO DO TURISMO,Administração Pública Municipal,24/6/2016,24/8/2019,1,"250.000,00","250.000,00","197.227,77","0,00","58.635,39"
832076,Acesso Livre,PR,FLORIDA,75772400000114,MUNICIPIO DE FLORIDA,CONTRATO DE REPASSE,SIM,Reforma e melhorias no Centro de Convenções de Florida,Prestação de Contas Concluída,MINISTERIO DO TURISMO,Administração Pública Municipal,28/6/2016,30/9/2019,1,"244.961,11","244.961,11","244.961,11","0,00","3.059,75"
832080,Acesso Livre,PR,SIQUEIRA CAMPOS,76919083000189,MUNICIPIO DE SIQUEIRA CAMPOS,CONTRATO DE REPASSE,SIM,Recapeamento da rua principal de acesso ao Balneário da Alemoa no Município de Siqueira Campos/PR.,Prestação de Contas Concluída,MINISTERIO DO TURISMO,Administração Pública Municipal,24/6/2016,30/6/2019,1,"303.736,27","303.736,27","303.736,27","0,00","2.948,64"
832089,Acesso Livre,PR,SAO JORGE DO PATROCINIO,77870475000163,MUNICIPIO DE SAO JORGE DO PATROCINIO,CONTRATO DE REPASSE,SIM,Pavimentação da Via de Acesso ao Parque Nacional de Ilha Grande 1ª. Etapa.,Prestação de Contas Concluída,MINISTERIO DO TURISMO,Administração Pública Municipal,22/6/2016,30/9/2019,1,"244.326,61","366.201,61","366.201,61","0,00","3.279,13"
832124,Acesso Livre,PR,IRETAMA,76950088000174,MUNICIPIO DE IRETAMA,CONTRATO DE REPASSE,SIM,Revitalização da Praça Central de Aguas Jurema e Construção do Centro de Atendimento ao Turista,Prestação de Contas Concluída,MINISTERIO DO TURISMO,Administração Pública Municipal,15/6/2016,30/9/2019,1,"246.821,44","246.821,44","240.470,44","0,00","9.278,68"
832271,Acesso Livre,PR,FORMOSA DO OESTE,76208495000100,MUNICIPIO DE FORMOSA DO OESTE,CONTRATO DE REPASSE,SIM,"PAVIMENTAÇÃO COM PEDRAS IRREGULARES NO MUNICÍPIO DE FORMOSA DO OESTE, PR - 3ª ETAPA.",Prestação de Contas Concluída,MINISTERIO DO TURISMO,Administração Pública Municipal,11/7/2016,22/8/2019,1,"251.014,76","253.013,51","253.013,51","0,00","3.494,98"
832272,Acesso Livre,PR,PARANAVAI,76977768000181,MUNICIPIO DE PARANAVAI,CONTRATO DE REPASSE,SIM,Reforma do Parque Ouro Branco no Município de Paranavaí - PR,Prestação de Contas Aprovada,MINISTERIO DO TURISMO,Administração Pública Municipal,29/7/2016,30/6/2020,1,"408.157,53","408.157,53","408.157,53","0,00","7.745,81"
832279,Acesso Livre,PR,VITORINO,76995463000100,MUNICIPIO DE VITORINO,CONTRATO DE REPASSE,SIM,Reforma do Centro de Eventos Culturais no município de Vitorino - PR,Prestação de Contas Concluída,MINISTERIO DO TURISMO,Administração Pública Municipal,24/5/2016,31/12/2019,1,"250.000,00","250.000,00","246.746,35","0,00","7.313,49"
832280,Acesso Livre,PR,SANTA CRUZ DE MONTE CASTELO,75462820000102,MUNICIPIO DE SANTA CRUZ DO MONTE CASTELO,CONTRATO DE REPASSE,SIM,Pavimentação no município de Santa Cruz de Monte Castelo - PR,Prestação de Contas Concluída,MINISTERIO DO TURISMO,Administração Pública Municipal,22/7/2016,30/10/2019,1,"351.592,05","351.592,05","351.592,05","0,00","3.338,99"
832344,Acesso Livre,PR,MORRETES,76022490000199,MUNICIPIO DE MORRETES,CONTRATO DE REPASSE,SIM,Revitalização da Orla do Rio Nhundiaquara,Em execução,MINISTERIO DO TURISMO,Administração Pública Municipal,15/8/2016,31/12/2020,1,"253.821,39","198.086,76","65.342,29","139.148,19","0,00"
832423,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando o desenvolvimento do Curso de Especialização MBA Gestão Estratégica - Turma 2016, de acordo com o Plano de Trabalho devidamente aprovado.",Prestação de Contas em Complementação,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,1/7/2016,1/1/2019,1,"299.942,96","239.961,96","200.769,21","0,00","41.205,89"
832424,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando o desenvolvimento do Curso de Especialização em Medicina do Trabalho - Turma 2016-2018, de acordo com o Plano de Trabalho devidamente aprovado.",Prestação de Contas enviada para Análise,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,13/6/2016,13/1/2019,1,"729.500,00","456.174,00","447.198,56","0,00","10.949,49"
832425,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando o desenvolvimento do processo de produção e caracterização de combustíveis e biocombustíveis, com monitoramento de emissões atmosféricas (LACAUT ets), de acordo com o Plano de Trabalho devidamente aprovado.",Em execução,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,16/6/2016,16/6/2021,1,"290.000,00","23.704,10","23.679,69","833,49","0,00"
832426,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando o desenvolvimento do Curso de Especialização em Marketing Empresarial - Turma 2016, de acordo com o Plano de Trabalho devidamente aprovado.",Em execução,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,1/7/2016,1/7/2021,1,"298.554,73","183.378,92","150.131,40","33.847,97","0,00"
832429,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando o desenvolvimento do Curso de Especialização em Engenharia de Produção - Turma 2016, de acordo com o Plano de Trabalho devidamente aprovado.",Prestação de Contas enviada para Análise,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,17/6/2016,30/6/2018,1,"300.085,00","138.386,00","138.375,52","0,00","330,11"
832431,Acesso Livre,PR,CALIFORNIA,75771279000106,MUNICIPIO DE CALIFORNIA,CONTRATO DE REPASSE,SIM,Implantação de Infraestrutura Turística - Pista de Rodeio no Centro de Eventos Municipal - II ETAPA.,Em execução,MINISTERIO DO TURISMO,Administração Pública Municipal,2/6/2016,31/12/2020,1,"243.994,00","243.994,00","235.077,93","16.063,58","0,00"
832432,Acesso Livre,PR,TAMARANA,01613167000190,MUNICIPIO DE TAMARANA,CONTRATO DE REPASSE,SIM,Implantação de portal turístico no município de Tamarana,Prestação de Contas Concluída,MINISTERIO DO TURISMO,Administração Pública Municipal,24/5/2016,31/12/2020,1,"250.000,00","134.770,68","12.114,00","0,00","132.383,28"
832434,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando o desenvolvimento do Curso de Especialização em Análise Ambiental - Turma 2016, de acordo com o Plano de Trabalho devidamente aprovado.",Aguardando Prestação de Contas,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,25/7/2016,25/1/2020,1,"142.225,00","79.622,55","79.622,55","317,97","0,00"
832436,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando o desenvolvimento do Curso de Especialização MBA Marketing - Turma 2016, de acordo com o Plano de Trabalho devidamente aprovado.",Prestação de Contas enviada para Análise,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,1/7/2016,1/7/2018,1,"299.561,52","184.626,57","180.200,72","0,00","5.870,43"
832442,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando o desenvolvimento do Curso de Especialização MBA Gestão de Talentos e Comportamento Humano - Turma 2016, de acordo com o Plano de Trabalho devidamente aprovado.",Prestação de Contas em Complementação,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,1/7/2016,1/1/2019,1,"299.211,52","240.610,19","183.799,31","0,00","61.481,11"
832449,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando o desenvolvimento do Curso de Especialização em Controladoria- Turma 2016 - Turma, de acordo com o Plano de Trabalho devidamente aprovado.",Prestação de Contas em Complementação,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,20/6/2016,20/6/2018,1,"207.880,00","180.282,71","170.609,83","0,00","10.325,75"
832460,Acesso Livre,PR,PAULA FREITAS,75687954000113,MUNICIPIO DE PAULA FREITAS,CONTRATO DE REPASSE,SIM,Construção de Centro de Eventos e Exposição no município de Paula Freitas/PR.,Prestação de Contas Concluída,MINISTERIO DO TURISMO,Administração Pública Municipal,8/11/2016,29/3/2019,1,"250.000,00","250.781,92","245.955,79","0,00","7.709,92"
832461,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando o desenvolvimento do Curso de Especialização  MBA Inteligência de Negócios - Turma 2016, de acordo com o Plano de Trabalho devidamente aprovado.",Prestação de Contas enviada para Análise,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,1/7/2016,1/1/2019,1,"299.663,44","283.033,80","220.273,39","0,00","66.366,02"
832468,Acesso Livre,PR,JOAQUIM TAVORA,76966845000106,MUNICIPIO DE JOAQUIM TAVORA,CONTRATO DE REPASSE,SIM,CONSTRUÇÃO DE PRAÇA NO MUNICIPIO DE JOAQUIM TAVORA - PR,Prestação de Contas Concluída,MINISTERIO DO TURISMO,Administração Pública Municipal,6/6/2016,30/6/2019,1,"393.900,00","396.261,98","396.099,77","0,00","12.825,67"
832469,Acesso Livre,PR,SANTA AMELIA,76235746000146,MUNICIPIO DE SANTA AMELIA,CONTRATO DE REPASSE,SIM,Reforma e Modernização do Terminal Rodoviário de Santa Amélia-PR.,Em execução,MINISTERIO DO TURISMO,Administração Pública Municipal,24/6/2016,31/12/2020,1,"250.729,92","249.692,40","200.583,93","55.102,39","0,00"
832471,Acesso Livre,PR,JOAQUIM TAVORA,76966845000106,MUNICIPIO DE JOAQUIM TAVORA,CONTRATO DE REPASSE,SIM,"REVITALIZAÇÃO DA PRAÇA CENTRAL- PRAÇA XV DE NOVEMBRO, NO MUNICÍPIO DE JOAQUIM TÁVORA - PR",Prestação de Contas Concluída,MINISTERIO DO TURISMO,Administração Pública Municipal,6/6/2016,30/11/2019,1,"490.022,67","491.454,75","490.022,67","0,00","11.851,36"
832480,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando a execução do Concurso Publico Prefeitura Municipal de Colombo - Cargos de Nível Fundamental, Médio, Técnico e Superior, de acordo com o Plano de Trabalho devidamente aprovado.",Prestação de Contas em Análise,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,10/6/2016,9/6/2017,1,"548.780,00","548.780,00","499.763,40","0,00","60.119,47"
832483,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando a execução do Teste de Suficiência em Língua Estrangeira, de acordo com o Plano de Trabalho devidamente aprovado.",Prestação de Contas enviada para Análise,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,10/6/2016,9/6/2017,1,"19.495,26","19.495,26","15.376,77","0,00","4.565,37"
832568,Acesso Livre,PR,PEROBAL,01612444000140,MUNICIPIO DE PEROBAL,CONTRATO DE REPASSE,SIM,Aquisição de Trator Agrícola.,Prestação de Contas Aprovada,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,20/12/2016,30/8/2019,1,"100.000,00","100.000,00","91.000,00","0,00","9.704,28"
832569,Acesso Livre,PR,NOVA AURORA,76208859000152,MUNICIPIO DE NOVA AURORA,CONTRATO DE REPASSE,SIM,Adequação de estradas vicinais com calçamento poliédrico.,Prestação de Contas Concluída,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,17/6/2016,17/7/2018,1,"272.347,84","272.347,84","272.347,84","0,00","3.752,47"
832570,Acesso Livre,PR,FRANCISCO ALVES,77356665000167,MUNICIPIO DE FRANCISCO ALVES,CONTRATO DE REPASSE,SIM,"Aquisição de MAQUINAS, EQUIPAMENTOS E IMPLEMENTOS AGRICOLAS",Prestação de Contas Aprovada,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,3/8/2016,28/2/2019,1,"146.396,40","146.396,40","146.000,00","0,00","1.903,73"
832571,Acesso Livre,PR,MOREIRA SALES,76217025000103,MUNICIPIO DE MOREIRA SALES,CONTRATO DE REPASSE,SIM,"Aquisição Máquinas, Implementos e equipamentos agrícolas e rodoviários.",Prestação de Contas Concluída,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,28/12/2016,30/8/2019,1,"100.000,00","100.000,00","99.935,00","0,00","3.476,20"
832572,Acesso Livre,PR,SAO JOSE DAS PALMEIRAS,77819605000133,MUNICIPIO DE SAO JOSE DAS PALMEIRAS,CONTRATO DE REPASSE,SIM,Aquisição de Máquinas e Equipamentos Agrícolas.,Prestação de Contas Aprovada,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,30/9/2016,30/10/2017,1,"154.500,00","154.500,00","154.500,00","0,00","496,82"
832573,Acesso Livre,PR,TUPASSI,77877116000138,MUNICIPIO DE TUPASSI,CONTRATO DE REPASSE,SIM,Pavimentação Poliédrica em Estrada Rural,Prestação de Contas Concluída,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,1/7/2016,1/6/2020,1,"263.876,07","263.876,07","263.876,07","0,00","4.846,07"
832574,Acesso Livre,PR,MISSAL,78101847000150,MUNICIPIO DE MISSAL,CONTRATO DE REPASSE,SIM,AQUISIÇÃO DE PATRULHA MECANIZADA,Prestação de Contas Concluída,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,17/6/2016,17/6/2018,1,"201.500,00","201.500,00","192.180,00","0,00","10.294,58"
832575,Acesso Livre,PR,RANCHO ALEGRE D'OESTE,95640132000194,MUNICIPIO DE RANCHO ALEGRE D'OESTE,CONTRATO DE REPASSE,SIM,Aquisição de Maquinas e Equipamentos,Prestação de Contas Aprovada,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,21/7/2016,28/2/2019,1,"100.000,00","100.000,00","99.830,00","0,00","946,00"
832582,Acesso Livre,PR,PAICANDU,76282664000152,MUNICIPIO DE PAICANDU,CONTRATO DE REPASSE,SIM,AQUISIÇÃO DE CAMINHÃO CAÇAMBA BASCULANTE,Prestação de Contas Aprovada,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,6/7/2016,30/1/2019,1,"285.000,00","285.000,00","285.000,00","0,00","5.044,40"
